Refund,Marital Status,Taxable Income,Cheat
No,Married,114k,No
No,Married,57k,No
Yes,Single,202k,No
Yes,Single,102k,No
Yes,Single,119k,No
No,Single,69k,Yes
Yes,Single,158k,No
No,Single,205k,Yes
No,Single,211k,Yes
No,Single,209k,No
No,Divorced,61k,Yes
No,Single,223k,No
No,Single,171k,No
No,Single,186k,No
No,Married,174k,Yes
No,Single,136k,No
No,Divorced,231k,No
No,Married,163k,No
Yes,Married,185k,No
No,Single,172k,Yes
Yes,Divorced,60k,No
No,Married,243k,No
Yes,Single,54k,No
No,Single,117k,No
No,Married,126k,Yes
Yes,Single,78k,No
No,Married,203k,No
No,Single,54k,Yes
No,Divorced,130k,No
No,Single,82k,Yes
Yes,Married,246k,No
No,Single,97k,Yes
No,Married,145k,Yes
No,Married,62k,No
Yes,Married,169k,No
No,Married,199k,No
Yes,Married,222k,No
No,Divorced,245k,No
No,Married,88k,No
No,Married,228k,No
Yes,Divorced,223k,No
No,Divorced,213k,No
No,Married,97k,No
No,Single,111k,Yes
No,Single,75k,Yes
Yes,Married,185k,No
No,Married,58k,Yes
Yes,Single,167k,No
Yes,Single,140k,No
Yes,Single,163k,Yes
No,Single,221k,Yes
No,Divorced,92k,Yes
Yes,Divorced,77k,No
No,Married,209k,No
No,Married,72k,No
Yes,Divorced,219k,No
Yes,Single,103k,No
Yes,Married,193k,No
No,Married,192k,No
No,Divorced,121k,No
Yes,Single,92k,No
No,Single,81k,Yes
No,Divorced,112k,Yes
Yes,Divorced,70k,No
No,Married,243k,No
Yes,Divorced,57k,No
No,Divorced,215k,No
No,Married,86k,No
No,Divorced,227k,No
No,Married,185k,No
No,Divorced,82k,Yes
No,Married,78k,No
Yes,Married,224k,No
No,Single,112k,Yes
Yes,Married,175k,No
No,Single,216k,No
No,Married,198k,No
Yes,Married,129k,No
No,Single,117k,Yes
No,Single,142k,No
Yes,Married,121k,No
No,Divorced,74k,Yes
No,Married,110k,No
Yes,Divorced,175k,No
No,Single,212k,No
No,Single,94k,Yes
Yes,Single,202k,No
No,Divorced,143k,No
No,Single,200k,No
No,Single,240k,No
No,Married,134k,Yes
No,Single,206k,No
No,Married,168k,Yes
No,Single,214k,No
Yes,Divorced,55k,No
No,Single,110k,No
No,Married,194k,No
Yes,Single,236k,No
No,Single,96k,Yes
Yes,Married,78k,No
Yes,Divorced,76k,No
Yes,Single,141k,No
No,Single,145k,Yes
Yes,Married,131k,No
No,Married,239k,No
No,Married,176k,No
Yes,Divorced,64k,Yes
No,Married,124k,No
No,Married,161k,No
No,Divorced,55k,Yes
Yes,Divorced,164k,Yes
No,Divorced,221k,No
Yes,Divorced,205k,No
Yes,Married,204k,No
Yes,Married,224k,No
No,Married,192k,No
No,Single,99k,Yes
No,Married,176k,Yes
No,Married,221k,No
No,Married,183k,Yes
No,Single,80k,Yes
Yes,Divorced,61k,No
No,Single,178k,No
Yes,Single,72k,No
Yes,Divorced,65k,No
No,Divorced,153k,No
No,Married,213k,No
No,Single,54k,Yes
Yes,Divorced,158k,Yes
No,Single,246k,No
No,Single,51k,Yes
Yes,Single,212k,No
No,Married,197k,Yes
No,Single,56k,Yes
No,Single,101k,No
No,Single,161k,Yes
No,Single,169k,No
No,Divorced,151k,Yes
Yes,Married,90k,No
No,Married,99k,No
No,Divorced,242k,No
No,Divorced,158k,No
No,Married,200k,No
Yes,Married,188k,No
No,Single,68k,Yes
No,Married,58k,No
No,Single,127k,Yes
No,Divorced,215k,No
No,Married,123k,No
No,Single,84k,Yes
Yes,Married,60k,No
No,Married,63k,No
No,Married,204k,Yes
Yes,Single,101k,Yes
No,Single,225k,No
No,Single,228k,Yes
Yes,Divorced,169k,No
No,Married,83k,Yes
No,Married,83k,No
No,Married,51k,No
No,Married,139k,No
No,Single,111k,No
No,Married,234k,No
No,Divorced,106k,Yes
No,Married,225k,No
No,Single,161k,No
No,Divorced,195k,No
Yes,Married,173k,Yes
No,Single,85k,Yes
No,Single,125k,No
No,Single,144k,No
No,Single,174k,No
No,Single,130k,Yes
Yes,Single,151k,No
No,Single,194k,No
No,Single,194k,No
No,Single,195k,No
No,Married,126k,No
Yes,Married,188k,No
No,Single,149k,No
No,Single,89k,Yes
No,Married,57k,No
Yes,Single,96k,No
No,Married,124k,No
No,Married,67k,Yes
Yes,Married,130k,No
Yes,Single,65k,No
No,Single,124k,No
No,Married,140k,Yes
No,Single,125k,No
No,Single,162k,Yes
No,Divorced,77k,Yes
No,Single,122k,No
No,Single,75k,Yes
Yes,Single,129k,No
No,Married,134k,No
No,Married,155k,No
No,Married,160k,No
Yes,Married,130k,No
No,Single,65k,Yes
No,Single,124k,Yes
No,Married,125k,No
Yes,Married,134k,No
No,Married,149k,No
No,Single,145k,Yes
No,Married,239k,Yes
No,Single,82k,Yes
No,Single,195k,No
Yes,Married,106k,No
Yes,Married,226k,No
No,Married,143k,No
Yes,Married,239k,No
No,Married,155k,No
No,Single,74k,Yes
No,Married,146k,No
No,Single,159k,No
No,Married,208k,No
No,Married,205k,No
No,Single,149k,No
Yes,Single,74k,No
No,Single,239k,Yes
Yes,Married,53k,No
No,Married,166k,No
No,Single,236k,No
No,Married,68k,No
No,Single,87k,Yes
No,Married,76k,No
No,Married,75k,No
No,Single,176k,No
No,Married,94k,No
No,Divorced,154k,Yes
No,Single,140k,No
No,Divorced,106k,Yes
No,Single,152k,No
No,Married,63k,No
No,Married,83k,No
No,Single,137k,No
No,Single,110k,No
No,Single,212k,No
No,Married,184k,Yes
No,Single,67k,Yes
No,Single,234k,No
No,Divorced,152k,No
No,Married,205k,No
No,Divorced,96k,Yes
Yes,Single,199k,No
Yes,Single,53k,No
No,Divorced,174k,No
No,Single,108k,No
Yes,Divorced,156k,No
No,Single,173k,No
Yes,Single,66k,No
No,Single,147k,No
Yes,Married,104k,No
No,Married,188k,No
No,Single,148k,No
No,Single,67k,Yes
No,Single,77k,Yes
No,Married,208k,No
No,Married,215k,No
Yes,Married,112k,Yes
Yes,Divorced,184k,No
Yes,Single,148k,No
Yes,Married,146k,No
No,Single,186k,Yes
Yes,Married,131k,Yes
No,Single,241k,No
No,Divorced,182k,No
Yes,Divorced,77k,No
Yes,Married,223k,No
No,Divorced,84k,Yes
Yes,Single,97k,No
Yes,Married,193k,No
No,Married,204k,Yes
Yes,Single,223k,No
No,Single,128k,No
No,Single,153k,Yes
Yes,Married,195k,No
No,Single,97k,Yes
No,Single,128k,No
No,Married,232k,No
No,Married,139k,No
No,Married,156k,No
Yes,Married,152k,No
No,Married,104k,No
Yes,Single,68k,Yes
No,Single,209k,No
Yes,Single,168k,No
Yes,Single,167k,No
No,Single,152k,No
Yes,Divorced,152k,No
Yes,Single,164k,No
Yes,Married,53k,No
No,Divorced,226k,No
Yes,Single,191k,No
Yes,Married,146k,No
No,Married,179k,Yes
No,Married,171k,No
Yes,Divorced,52k,No
Yes,Single,244k,No
No,Married,185k,No
No,Single,116k,Yes
Yes,Single,199k,No
Yes,Single,138k,No
Yes,Married,204k,No
No,Single,87k,Yes
No,Single,135k,No
No,Married,149k,No
No,Single,233k,No
No,Married,62k,No
No,Single,109k,No
Yes,Divorced,168k,No
No,Divorced,107k,Yes
Yes,Divorced,99k,No
No,Single,156k,No
No,Single,213k,No
No,Single,119k,No
No,Single,100k,No
No,Married,240k,No
No,Single,137k,No
No,Married,181k,No
No,Married,139k,Yes
No,Married,220k,No
No,Divorced,231k,No
Yes,Single,213k,No
Yes,Single,132k,No
No,Divorced,67k,Yes
No,Divorced,150k,No
No,Single,244k,No
No,Single,79k,Yes
No,Divorced,50k,Yes
No,Divorced,67k,Yes
No,Single,84k,Yes
Yes,Single,90k,Yes
No,Married,151k,Yes
No,Divorced,161k,No
Yes,Divorced,85k,No
No,Married,147k,No
No,Divorced,106k,Yes
No,Divorced,74k,Yes
No,Married,223k,No
No,Married,68k,No
No,Single,244k,No
Yes,Single,216k,No
No,Single,166k,No
No,Married,121k,Yes
No,Single,112k,No
No,Divorced,185k,Yes
No,Married,57k,No
No,Married,80k,No
No,Divorced,158k,No
Yes,Single,130k,No
Yes,Single,60k,No
Yes,Single,52k,No
No,Married,94k,No
No,Single,247k,Yes
Yes,Single,59k,No
No,Single,109k,No
Yes,Married,221k,No
No,Single,51k,Yes
No,Single,211k,No
Yes,Divorced,141k,No
Yes,Married,174k,No
No,Single,165k,No
Yes,Divorced,186k,No
No,Divorced,195k,No
No,Single,118k,No
No,Single,160k,Yes
Yes,Divorced,80k,No
Yes,Single,70k,No
No,Single,69k,Yes
No,Single,86k,Yes
No,Married,181k,No
No,Married,57k,No
No,Divorced,242k,Yes
No,Married,236k,No
No,Married,86k,No
No,Single,228k,No
Yes,Married,93k,No
No,Married,223k,No
No,Single,120k,No
No,Married,134k,No
No,Married,69k,No
No,Single,137k,No
No,Single,87k,Yes
No,Single,81k,Yes
Yes,Single,190k,No
No,Married,196k,No
No,Single,215k,No
No,Single,120k,No
No,Married,92k,No
No,Single,156k,No
Yes,Married,151k,No
Yes,Divorced,156k,No
No,Single,70k,Yes
No,Divorced,192k,No
Yes,Divorced,105k,No
No,Married,68k,No
No,Married,175k,No
No,Single,197k,No
No,Single,108k,Yes
Yes,Married,150k,No
No,Married,50k,No
No,Single,191k,No
No,Single,168k,No
Yes,Single,117k,No
No,Married,80k,No
No,Married,104k,No
No,Single,98k,Yes
No,Married,191k,No
Yes,Married,124k,No
No,Divorced,194k,No
No,Single,54k,Yes
No,Married,91k,No
No,Married,127k,No
Yes,Married,164k,Yes
No,Married,188k,No
No,Divorced,215k,No
No,Married,73k,No
Yes,Divorced,118k,No
Yes,Divorced,73k,No
Yes,Single,225k,No
Yes,Single,168k,No
No,Married,245k,No
Yes,Single,146k,No
No,Single,226k,No
No,Single,237k,No
No,Single,135k,No
No,Married,95k,No
No,Single,202k,No
No,Single,151k,No
No,Married,187k,Yes
No,Divorced,104k,Yes
Yes,Married,215k,No
Yes,Single,169k,No
No,Married,171k,No
No,Single,237k,Yes
Yes,Married,105k,No
No,Single,58k,Yes
No,Married,162k,No
No,Single,248k,No
Yes,Single,237k,No
No,Single,205k,No
No,Married,126k,Yes
No,Single,215k,No
Yes,Divorced,217k,No
No,Divorced,191k,Yes
No,Married,50k,No
No,Single,190k,No
No,Single,228k,No
Yes,Single,162k,No
No,Married,201k,No
No,Married,83k,Yes
No,Single,167k,No
No,Single,140k,No
No,Divorced,235k,No
Yes,Married,92k,No
Yes,Single,231k,No
No,Married,129k,No
Yes,Married,179k,Yes
No,Single,61k,Yes
Yes,Single,227k,No
Yes,Single,231k,No
No,Divorced,194k,No
No,Single,170k,No
No,Married,64k,No
No,Single,86k,Yes
Yes,Married,117k,No
Yes,Married,116k,Yes
No,Married,175k,Yes
No,Single,68k,Yes
No,Single,119k,No
Yes,Single,116k,No
No,Single,113k,No
Yes,Married,240k,No
No,Divorced,222k,No
No,Single,105k,Yes
No,Married,67k,No
No,Married,178k,No
No,Divorced,234k,No
No,Divorced,128k,No
Yes,Married,249k,No
Yes,Married,178k,No
No,Single,177k,No
No,Married,142k,No
No,Divorced,248k,No
No,Single,140k,No
No,Married,122k,No
No,Married,131k,Yes
No,Married,63k,Yes
No,Married,120k,No
No,Married,127k,No
No,Married,87k,No
No,Married,221k,No
No,Married,199k,No
Yes,Married,64k,No
No,Married,184k,No
Yes,Married,71k,Yes
No,Single,212k,No
No,Single,181k,No
Yes,Married,84k,No
Yes,Married,240k,No
No,Single,191k,Yes
Yes,Single,99k,No
No,Single,53k,Yes
No,Single,126k,No
Yes,Divorced,101k,No
No,Divorced,120k,No
No,Single,130k,No
No,Single,210k,No
No,Divorced,239k,No
No,Single,238k,No
Yes,Single,136k,No
No,Single,64k,Yes
No,Married,107k,Yes
Yes,Single,243k,No
No,Single,85k,Yes
No,Single,208k,Yes
No,Single,72k,Yes
Yes,Single,146k,No
Yes,Married,208k,No
No,Single,145k,Yes
No,Single,63k,Yes
No,Single,160k,No
No,Single,178k,No
Yes,Single,147k,No
No,Single,96k,Yes
No,Divorced,227k,No
No,Single,218k,No
No,Single,184k,No
Yes,Single,99k,No
No,Married,150k,No
No,Married,215k,No
No,Married,119k,No
No,Single,82k,Yes
No,Married,226k,No
Yes,Married,108k,No
No,Single,174k,No
No,Married,71k,No
No,Married,203k,No
No,Single,84k,Yes
Yes,Single,172k,No
Yes,Single,168k,No
No,Married,79k,Yes
Yes,Single,216k,No
No,Married,160k,Yes
Yes,Married,222k,No
Yes,Divorced,188k,No
No,Single,167k,No
No,Married,87k,No
Yes,Married,131k,No
No,Single,182k,No
No,Married,58k,No
Yes,Single,209k,No
Yes,Divorced,104k,No
Yes,Married,199k,No
No,Single,131k,No
No,Single,113k,No
No,Married,211k,No
No,Single,216k,No
Yes,Divorced,229k,No
No,Married,151k,No
No,Married,84k,No
Yes,Married,65k,No
Yes,Married,138k,No
No,Divorced,110k,Yes
No,Single,121k,No
No,Married,71k,No
No,Single,73k,Yes
No,Divorced,144k,No
No,Married,183k,No
No,Single,132k,No
No,Single,179k,No
No,Divorced,156k,No
Yes,Single,245k,No
Yes,Single,143k,No
Yes,Married,233k,No
No,Single,213k,No
No,Single,77k,Yes
Yes,Single,78k,No
No,Single,160k,No
Yes,Single,178k,No
Yes,Married,90k,No
No,Divorced,249k,No
No,Married,100k,No
No,Married,145k,Yes
No,Single,180k,Yes
No,Single,132k,No
No,Single,188k,No
No,Single,243k,No
No,Single,148k,No
No,Divorced,202k,No
No,Married,249k,No
No,Married,77k,Yes
No,Married,191k,No
Yes,Single,124k,No
No,Married,194k,No
No,Divorced,56k,Yes
Yes,Single,72k,No
No,Single,181k,No
No,Married,108k,No
Yes,Single,218k,No
No,Single,99k,Yes
No,Single,224k,No
Yes,Divorced,132k,No
No,Single,205k,No
No,Single,211k,No
Yes,Single,114k,No
No,Single,65k,Yes
No,Married,200k,No
No,Married,141k,No
No,Single,105k,No
Yes,Divorced,224k,No
Yes,Married,116k,No
No,Married,197k,No
Yes,Divorced,154k,No
No,Single,213k,No
No,Single,136k,No
No,Single,244k,No
No,Married,199k,Yes
No,Married,130k,No
No,Divorced,92k,Yes
No,Single,228k,No
No,Single,171k,No
No,Divorced,169k,Yes
Yes,Married,121k,No
No,Divorced,106k,Yes
No,Married,201k,No
No,Married,183k,No
No,Married,86k,No
No,Married,239k,No
Yes,Married,220k,No
Yes,Single,180k,No
No,Single,105k,Yes
No,Divorced,67k,Yes
Yes,Married,224k,No
No,Married,89k,No
No,Single,239k,No
Yes,Single,149k,No
Yes,Married,145k,No
Yes,Divorced,139k,No
Yes,Single,231k,No
Yes,Single,201k,No
No,Divorced,147k,Yes
No,Single,95k,Yes
Yes,Married,55k,No
No,Single,75k,Yes
Yes,Married,139k,Yes
No,Divorced,176k,No
No,Married,165k,No
No,Single,212k,Yes
No,Divorced,212k,No
Yes,Married,229k,No
No,Divorced,87k,Yes
Yes,Married,67k,No
Yes,Married,242k,No
Yes,Married,90k,No
No,Single,128k,No
No,Divorced,63k,Yes
No,Married,74k,No
No,Single,85k,Yes
No,Single,218k,No
Yes,Married,149k,No
Yes,Single,215k,No
No,Single,74k,Yes
No,Married,99k,Yes
No,Married,65k,Yes
Yes,Single,194k,No
No,Married,211k,No
No,Single,157k,No
No,Single,61k,Yes
No,Divorced,131k,No
No,Single,115k,No
Yes,Divorced,104k,No
No,Single,200k,Yes
Yes,Married,227k,No
No,Married,212k,No
No,Single,81k,Yes
No,Single,199k,Yes
No,Single,71k,Yes
No,Single,167k,No
No,Married,89k,No
Yes,Married,103k,No
Yes,Married,62k,No
No,Divorced,167k,No
No,Single,205k,Yes
No,Married,50k,No
No,Married,96k,No
No,Single,219k,No
No,Married,155k,No
No,Single,129k,No
Yes,Single,166k,Yes
No,Single,75k,Yes
No,Single,126k,No
Yes,Divorced,205k,No
No,Single,70k,Yes
No,Married,82k,No
No,Married,221k,Yes
No,Married,238k,No
No,Married,193k,Yes
Yes,Divorced,107k,No
Yes,Single,212k,No
No,Divorced,135k,No
No,Married,196k,No
No,Married,240k,No
Yes,Single,99k,No
Yes,Married,50k,No
Yes,Divorced,164k,No
No,Single,178k,No
Yes,Married,213k,No
No,Single,57k,Yes
No,Married,178k,No
Yes,Married,152k,No
Yes,Single,71k,No
No,Single,124k,No
No,Married,222k,No
No,Single,223k,No
No,Single,228k,Yes
No,Divorced,94k,Yes
No,Married,95k,Yes
No,Divorced,187k,No
No,Single,134k,No
No,Single,167k,No
No,Single,177k,Yes
No,Divorced,69k,Yes
Yes,Single,225k,No
No,Married,79k,No
No,Divorced,179k,No
No,Married,172k,No
Yes,Married,140k,No
Yes,Married,112k,No
No,Married,162k,No
No,Divorced,236k,No
Yes,Married,102k,Yes
No,Divorced,172k,No
No,Divorced,183k,No
No,Divorced,248k,No
No,Married,86k,No
No,Married,92k,No
No,Divorced,119k,Yes
No,Married,93k,No
No,Single,132k,No
Yes,Single,121k,No
No,Married,189k,No
Yes,Divorced,82k,No
No,Single,223k,No
Yes,Married,224k,No
Yes,Single,158k,Yes
No,Single,171k,No
No,Divorced,241k,No
No,Divorced,236k,Yes
No,Married,206k,No
Yes,Married,119k,Yes
No,Single,77k,Yes
Yes,Married,191k,No
No,Married,85k,Yes
Yes,Single,214k,No
No,Married,212k,No
No,Single,188k,No
No,Single,114k,No
No,Married,150k,No
No,Married,153k,No
No,Married,59k,No
Yes,Married,58k,No
No,Single,227k,No
No,Divorced,80k,Yes
Yes,Single,96k,No
No,Single,200k,No
No,Married,215k,No
No,Single,161k,Yes
No,Single,109k,No
No,Divorced,218k,No
Yes,Married,77k,No
Yes,Divorced,108k,No
Yes,Married,202k,No
No,Single,114k,No
No,Divorced,128k,No
Yes,Single,128k,Yes
No,Married,52k,No
No,Single,181k,No
No,Married,188k,No
No,Single,71k,Yes
Yes,Divorced,221k,No
Yes,Married,103k,No
No,Divorced,210k,Yes
No,Married,53k,No
No,Single,179k,No
No,Single,200k,No
Yes,Divorced,94k,No
No,Married,220k,No
Yes,Married,92k,Yes
Yes,Single,146k,No
No,Married,105k,No
No,Married,155k,No
Yes,Divorced,80k,No
No,Married,121k,No
No,Married,163k,No
No,Single,153k,Yes
No,Married,238k,No
Yes,Married,191k,No
Yes,Single,122k,No
No,Married,146k,No
No,Single,75k,Yes
No,Married,227k,No
No,Single,147k,No
Yes,Divorced,116k,No
Yes,Single,229k,No
No,Married,248k,No
No,Divorced,67k,Yes
Yes,Single,175k,No
No,Married,183k,No
No,Married,99k,No
No,Single,157k,No
No,Divorced,164k,No
No,Married,221k,No
Yes,Single,89k,No
Yes,Single,55k,No
No,Single,171k,Yes
Yes,Married,209k,No
No,Married,171k,No
No,Single,220k,No
No,Married,243k,No
Yes,Married,203k,No
Yes,Married,55k,No
No,Married,118k,No
No,Single,110k,No
No,Single,224k,No
No,Single,111k,No
No,Single,234k,No
No,Single,241k,No
No,Single,57k,Yes
Yes,Married,93k,No
Yes,Divorced,202k,No
No,Single,68k,Yes
No,Single,133k,No
No,Single,188k,Yes
No,Married,109k,Yes
No,Single,63k,Yes
No,Divorced,64k,Yes
No,Married,161k,Yes
No,Married,237k,Yes
No,Divorced,87k,Yes
No,Married,66k,No
Yes,Single,243k,No
No,Married,119k,No
No,Single,84k,Yes
No,Divorced,243k,No
No,Married,85k,No
No,Single,75k,Yes
No,Divorced,51k,Yes
Yes,Married,104k,Yes
No,Single,228k,No
No,Married,174k,No
No,Married,213k,No
Yes,Single,169k,Yes
Yes,Divorced,122k,No
No,Single,129k,No
No,Married,135k,No
No,Single,242k,No
No,Divorced,53k,Yes
Yes,Married,228k,No
Yes,Married,227k,No
No,Married,189k,No
Yes,Married,55k,No
No,Single,145k,No
Yes,Married,171k,No
Yes,Married,122k,No
Yes,Divorced,73k,No
Yes,Married,225k,No
No,Single,157k,Yes
Yes,Married,104k,No
No,Married,214k,Yes
No,Single,74k,Yes
No,Single,140k,No
No,Married,127k,No
No,Married,166k,No
No,Divorced,131k,No
Yes,Married,79k,No
Yes,Married,225k,No
No,Married,231k,No
No,Divorced,197k,No
No,Single,67k,Yes
No,Married,56k,No
No,Divorced,169k,Yes
Yes,Single,166k,No
No,Single,92k,Yes
No,Married,205k,No
Yes,Single,168k,No
No,Single,62k,Yes
No,Single,155k,No
Yes,Married,168k,No
Yes,Married,182k,No
Yes,Divorced,218k,No
Yes,Divorced,142k,No
Yes,Divorced,121k,No
Yes,Married,236k,No
No,Divorced,122k,No
Yes,Married,225k,No
No,Married,143k,Yes
No,Married,171k,No
No,Married,141k,No
Yes,Divorced,136k,No
No,Married,61k,No
No,Married,68k,No
Yes,Single,106k,Yes
Yes,Divorced,182k,No
No,Divorced,238k,No
No,Divorced,249k,Yes
No,Married,78k,Yes
No,Single,93k,Yes
Yes,Married,239k,No
Yes,Married,104k,No
No,Married,197k,No
Yes,Single,156k,Yes
No,Divorced,124k,No
No,Single,240k,No
No,Married,145k,Yes
No,Single,188k,No
Yes,Married,86k,Yes
Yes,Single,131k,Yes
No,Single,214k,No
No,Single,72k,Yes
No,Married,82k,No
No,Divorced,236k,No
Yes,Single,139k,No
No,Single,183k,No
Yes,Married,196k,No
No,Single,130k,No
No,Divorced,176k,No
No,Single,131k,No
Yes,Single,150k,No
Yes,Single,76k,Yes
No,Married,222k,No
Yes,Divorced,248k,No
No,Single,223k,No
No,Married,96k,Yes
No,Divorced,179k,No
No,Married,126k,No
No,Single,119k,No
No,Married,203k,No
No,Divorced,158k,Yes
No,Married,65k,No
No,Divorced,236k,Yes
No,Single,51k,Yes
Yes,Married,123k,No
No,Divorced,200k,No
Yes,Single,211k,No
Yes,Single,196k,No
No,Single,182k,Yes
No,Single,92k,Yes
No,Divorced,161k,Yes
No,Single,77k,Yes
No,Single,76k,Yes
No,Married,58k,No
No,Single,220k,No
Yes,Married,136k,No
No,Married,181k,No
No,Married,67k,No
No,Single,233k,No
No,Married,104k,Yes
No,Single,242k,No
No,Married,217k,No
No,Single,114k,No
No,Single,85k,Yes
Yes,Divorced,191k,No
No,Divorced,239k,Yes
No,Married,62k,No
No,Married,118k,No
Yes,Married,222k,No
No,Married,114k,No
Yes,Single,53k,No
No,Divorced,144k,No
No,Divorced,55k,Yes
Yes,Married,241k,No
No,Married,174k,No
No,Married,175k,No
No,Single,198k,No
No,Single,152k,Yes
No,Married,93k,No
No,Married,63k,No
Yes,Single,199k,No
No,Single,158k,No
No,Single,57k,Yes
No,Married,241k,No
No,Single,145k,No
No,Single,168k,No
Yes,Divorced,141k,No
Yes,Single,132k,No
No,Married,64k,No
No,Single,75k,Yes
No,Single,75k,Yes
No,Married,160k,No
Yes,Divorced,228k,No
No,Single,146k,No
No,Single,213k,Yes
No,Divorced,214k,No
No,Married,226k,No
No,Married,82k,No
No,Single,219k,No
No,Single,89k,Yes
Yes,Married,70k,No
Yes,Single,81k,No
No,Single,149k,No
Yes,Single,79k,No
Yes,Married,192k,No
No,Married,148k,Yes
No,Single,219k,No
No,Single,60k,Yes
No,Single,76k,Yes
No,Single,107k,No
No,Married,60k,No
No,Single,67k,Yes
No,Single,230k,No
No,Divorced,232k,No
Yes,Divorced,163k,No
No,Single,193k,No
No,Married,94k,No
Yes,Married,74k,Yes
Yes,Single,110k,No
No,Single,94k,Yes
No,Divorced,239k,No
No,Married,235k,No
No,Single,172k,No
No,Single,169k,No
No,Married,235k,No
Yes,Married,91k,No
No,Single,141k,No
No,Divorced,92k,Yes
No,Married,144k,No
Yes,Divorced,179k,No
Yes,Divorced,235k,No
No,Married,96k,No
No,Single,123k,No
No,Single,205k,No
No,Divorced,72k,Yes
No,Single,142k,No
No,Single,107k,No
No,Divorced,235k,No
No,Married,237k,No
Yes,Single,184k,No
No,Married,242k,No
Yes,Single,161k,No
Yes,Married,143k,No
No,Married,135k,Yes
No,Divorced,76k,Yes
No,Divorced,100k,Yes
No,Single,205k,No
No,Married,113k,Yes
Yes,Divorced,110k,Yes
Yes,Married,175k,No
No,Married,202k,No
No,Single,164k,No
No,Divorced,247k,Yes
Yes,Single,220k,No
No,Single,227k,No
No,Single,191k,No
Yes,Married,197k,No
Yes,Married,207k,No
Yes,Married,163k,No
Yes,Single,64k,No
No,Divorced,182k,No
No,Married,169k,No
No,Divorced,86k,Yes
No,Single,176k,No
No,Married,148k,No
No,Single,237k,No
No,Single,219k,No
No,Married,88k,No
Yes,Single,139k,No
No,Divorced,60k,Yes
No,Married,50k,No
Yes,Single,167k,No
No,Single,189k,No
Yes,Married,188k,No
No,Single,71k,Yes
No,Married,78k,No
Yes,Single,188k,No
No,Married,160k,No
No,Married,247k,Yes
No,Single,239k,Yes
Yes,Divorced,164k,No
No,Married,205k,No
No,Married,53k,No
No,Divorced,161k,No
No,Married,153k,Yes
No,Divorced,138k,No
No,Single,219k,No
No,Married,224k,Yes
No,Married,92k,No
No,Divorced,222k,No
No,Married,122k,No
Yes,Married,202k,No
No,Single,115k,No
Yes,Single,188k,No
No,Single,211k,No
No,Married,115k,No
No,Married,69k,No
Yes,Single,78k,Yes
No,Single,136k,No
Yes,Single,158k,No
No,Divorced,201k,No
Yes,Divorced,67k,No
Yes,Married,94k,No
Yes,Married,224k,No
No,Divorced,192k,No
No,Married,82k,No
Yes,Single,192k,No
No,Single,50k,Yes
No,Single,224k,No
No,Single,233k,Yes
No,Single,126k,No
No,Married,107k,No
No,Married,136k,No
No,Single,133k,No
No,Married,139k,No
Yes,Married,230k,No
No,Single,237k,No
Yes,Married,81k,Yes
Yes,Single,72k,No
Yes,Single,110k,No
No,Single,190k,No
No,Single,124k,No
No,Single,100k,Yes
No,Single,225k,No
No,Married,110k,No
No,Single,179k,Yes
No,Single,228k,Yes
No,Single,237k,No
No,Single,86k,Yes
No,Single,222k,No
Yes,Divorced,200k,No
No,Married,85k,No
No,Married,168k,No
No,Divorced,82k,Yes
No,Divorced,107k,Yes
No,Married,220k,No
No,Single,70k,Yes
No,Married,78k,No
No,Divorced,127k,No
No,Divorced,142k,Yes
Yes,Married,168k,No
